Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/cpio.cfg,276,4,16,10,/originalFileDeep",12.875170366771576,12.676217693168535,13.074123040374616,0.23068284416990725,0.19586269703561215,0.24489395681385373
"inputs/busybox/cfgs-1_18_5/cpio.cfg,276,4,16,10,/originalFileDeepMemo",12.81436024570788,12.695678791874343,12.893373354667954,0.11705555579587837,4.8614834484276837e-2,0.16134895587935488
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/cpio.cfg,276,4,16,10,/evolvedFileDeep",12.852552293124669,12.797119136249117,12.94190962687359,8.553658274207997e-2,1.4339320001454325e-2,0.11145977165084998
"inputs/busybox/cfgs-1_19_0/cpio.cfg,276,4,16,10,/evolvedFileDeepMemo",5.055513212069788e-4,5.023280690727508e-4,5.125194457521357e-4,1.5385984991725644e-5,9.813435958686409e-6,2.6122940665369523e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/tar.cfg,386,12,4096,490,/originalFileDeep",0.43695377585481765,0.43157589483234915,0.445107175440171,7.6910628279717e-3,2.673001690709498e-4,9.569060715396198e-3
"inputs/busybox/cfgs-1_18_5/tar.cfg,386,12,4096,490,/originalFileDeepMemo",0.4023591295217557,0.3930700982527924,0.4122747420633459,1.2063289440303977e-2,4.71759991341969e-3,1.600468365470362e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/tar.cfg,319,12,4096,490,/evolvedFileDeep",4.850596618790322e-2,4.777013112043059e-2,4.9188324900019016e-2,1.4884141660991704e-3,1.2219666737250173e-3,1.9313574200863232e-3
"inputs/busybox/cfgs-1_19_0/tar.cfg,319,12,4096,490,/evolvedFileDeepMemo",8.824205187971262e-4,8.780656091937312e-4,8.901788488949122e-4,1.9142585856376552e-5,1.3959677666316765e-5,2.921338670839992e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/cksum.cfg,105,1,2,2,/originalFileDeep",2.7606317648804873e-4,2.740563177171049e-4,2.782120553135206e-4,6.819120208645243e-6,5.033384830298731e-6,9.657316479537258e-6
"inputs/busybox/cfgs-1_18_5/cksum.cfg,105,1,2,2,/originalFileDeepMemo",2.7805097256034726e-4,2.760185491991424e-4,2.806674727172844e-4,7.936754185382131e-6,5.853793266672797e-6,1.150240806893599e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/cksum.cfg,105,1,2,2,/evolvedFileDeep",2.787767326037347e-4,2.7702905029779244e-4,2.8120986641986634e-4,7.02722936808788e-6,5.524959897465736e-6,8.871001693716987e-6
"inputs/busybox/cfgs-1_19_0/cksum.cfg,105,1,2,2,/evolvedFileDeepMemo",1.2948302420721352e-4,1.2865257839104926e-4,1.3051977248758288e-4,3.007386176440693e-6,2.363103427798204e-6,3.998187563839991e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/wc.cfg,188,5,32,8,/originalFileDeep",3.256697075164427e-4,3.233836047898641e-4,3.2833296287734716e-4,8.266456954593749e-6,6.662627022601738e-6,1.0555130208903116e-5
"inputs/busybox/cfgs-1_18_5/wc.cfg,188,5,32,8,/originalFileDeepMemo",3.319298292736005e-4,3.294937062896735e-4,3.35435736119329e-4,9.603175248994447e-6,7.196743022213065e-6,1.3793230593557393e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/wc.cfg,188,5,32,8,/evolvedFileDeep",3.2356164786940037e-4,3.213418370081827e-4,3.260726737813067e-4,8.395962687653065e-6,6.77383537168784e-6,1.0415086465693923e-5
"inputs/busybox/cfgs-1_19_0/wc.cfg,188,5,32,8,/evolvedFileDeepMemo",3.157770575686386e-4,3.1261800116794575e-4,3.2031471213388445e-4,1.2564482560313322e-5,8.566573661894716e-6,2.1294604377036068e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/vfork_daemon_rexec.cfg,238,2,4,4,/originalFileDeep",7.891618641063476e-3,7.820950655587583e-3,7.9925721751313e-3,2.3188340646888622e-4,1.815328751355052e-4,3.080722088057802e-4
"inputs/busybox/cfgs-1_18_5/vfork_daemon_rexec.cfg,238,2,4,4,/originalFileDeepMemo",5.315531371678328e-3,5.287145389031983e-3,5.348454400017748e-3,9.332692751004939e-5,7.074991712141716e-5,1.256496473415345e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/vfork_daemon_rexec.cfg,232,2,4,4,/evolvedFileDeep",7.879638805530506e-3,7.81356231363567e-3,7.959119865448585e-3,2.0297777487731402e-4,1.6114720768987327e-4,2.6538654558926517e-4
"inputs/busybox/cfgs-1_19_0/vfork_daemon_rexec.cfg,232,2,4,4,/evolvedFileDeepMemo",4.0602189329259995e-4,4.032400665691844e-4,4.1024728581878626e-4,1.185136391484196e-5,8.690723350650357e-6,1.7178565962291125e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/chat.cfg,258,6,64,64,/originalFileDeep",0.7258597567112398,0.7207193646318046,0.7357966903764463,9.766427151335823e-3,2.646962334371134e-4,1.1606530769771422e-2
