Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/cpio.cfg,276,4,16,10,/originalFileDeep",12.29958581537115,12.270730497994617,12.328441132747685,3.447776914762512e-2,2.1182783498564284e-2,4.2178729509413725e-2
"inputs/busybox/cfgs-1_18_5/cpio.cfg,276,4,16,10,/originalFileDeepMemo",12.22944673052219,12.198969350313746,12.24665092083463,2.945105742732288e-2,8.003666676166008e-3,3.973137563230926e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/cpio.cfg,276,4,16,10,/evolvedFileDeep",12.442783327353936,12.24553246600044,12.772487064686175,0.3141346626659815,6.32638947608688e-3,0.38387227774123023
"inputs/busybox/cfgs-1_19_0/cpio.cfg,276,4,16,10,/evolvedFileDeepMemo",5.133583736927224e-4,5.104581055402256e-4,5.171427987318599e-4,1.0984927847376539e-5,8.321951638763705e-6,1.5408447939284263e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/tar.cfg,386,12,4096,490,/originalFileDeep",1.185204687334893,1.1819572936680438,1.1900279477504228,4.594809245627985e-3,1.2703247521130834e-3,6.032689755698504e-3
"inputs/busybox/cfgs-1_18_5/tar.cfg,386,12,4096,490,/originalFileDeepMemo",1.1294447412929003,1.1270889533334412,1.1321031097540981,3.1416448914739358e-3,1.6947966651059687e-4,3.925132166354945e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/tar.cfg,319,12,4096,490,/evolvedFileDeep",8.582678847135419e-2,8.536018579532538e-2,8.656785428141742e-2,9.122506645126928e-4,5.81260468989327e-4,1.4418415862873057e-3
"inputs/busybox/cfgs-1_19_0/tar.cfg,319,12,4096,490,/evolvedFileDeepMemo",2.2136775398298066e-3,2.2038430756901634e-3,2.226165089224048e-3,3.673174933894732e-5,2.925053158633146e-5,4.680194269277905e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/cksum.cfg,105,1,2,2,/originalFileDeep",2.5553811934903313e-4,2.543459125124914e-4,2.570306963379929e-4,4.399275309129807e-6,3.570954608756752e-6,5.897283056485518e-6
"inputs/busybox/cfgs-1_18_5/cksum.cfg,105,1,2,2,/originalFileDeepMemo",2.366892433876898e-4,2.3543659100456752e-4,2.3948180170595856e-4,5.993855589514782e-6,3.369785040068646e-6,1.185074076230528e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/cksum.cfg,105,1,2,2,/evolvedFileDeep",2.560823032288354e-4,2.5432189371814534e-4,2.581841309459492e-4,6.4727840192847105e-6,4.7914667495655785e-6,8.429968123047803e-6
"inputs/busybox/cfgs-1_19_0/cksum.cfg,105,1,2,2,/evolvedFileDeepMemo",1.0777462970635913e-4,1.0714598678389573e-4,1.0858524448873894e-4,2.3923936104538556e-6,1.8429753609201926e-6,3.6873484622381053e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/wc.cfg,188,5,32,8,/originalFileDeep",3.1529513501501056e-4,3.131206989117981e-4,3.1859769546307336e-4,8.895587921243257e-6,6.798490878086388e-6,1.2042735716293108e-5
"inputs/busybox/cfgs-1_18_5/wc.cfg,188,5,32,8,/originalFileDeepMemo",2.0758748389057208e-4,2.0646580868472096e-4,2.0974445643348697e-4,4.896646266317258e-6,2.8377766997067033e-6,7.999861448604772e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/wc.cfg,188,5,32,8,/evolvedFileDeep",3.133640801561874e-4,3.119613092974308e-4,3.1551267461309867e-4,5.667939181977183e-6,3.949296798799512e-6,8.227074757371821e-6
"inputs/busybox/cfgs-1_19_0/wc.cfg,188,5,32,8,/evolvedFileDeepMemo",1.924217668797708e-4,1.9135106830352435e-4,1.9444203909990852e-4,4.689851617846927e-6,3.104592430201255e-6,7.786245065379143e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/vfork_daemon_rexec.cfg,238,2,4,4,/originalFileDeep",7.854617525603782e-3,7.800011008284711e-3,7.94427460001574e-3,1.9820397284430749e-4,1.3726035949158767e-4,3.1874745559721856e-4
"inputs/busybox/cfgs-1_18_5/vfork_daemon_rexec.cfg,238,2,4,4,/originalFileDeepMemo",5.477495167541746e-3,5.446065528680007e-3,5.512380069482796e-3,1.1051110291605097e-4,8.725695789112602e-5,1.5243755303572854e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/vfork_daemon_rexec.cfg,232,2,4,4,/evolvedFileDeep",7.836041661776729e-3,7.791937127750146e-3,7.898960043196306e-3,1.4737636358172536e-4,1.116108418905392e-4,2.1163392204912282e-4
"inputs/busybox/cfgs-1_19_0/vfork_daemon_rexec.cfg,232,2,4,4,/evolvedFileDeepMemo",4.267878624010919e-4,4.2476651661197513e-4,4.295733614323023e-4,7.69823011089393e-6,6.14929697910007e-6,1.0350869165832344e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/chat.cfg,258,6,64,64,/originalFileDeep",0.7039946236654941,0.701905948246349,0.7059143488331756,2.3481797918165686e-3,1.0237553830909308e-3,2.9236723225318758e-3
"inputs/busybox/cfgs-1_18_5/chat.cfg,258,6,64,64,/originalFileDeepMemo",0.7009004318327546,0.695143000499229,0.7062627880004584,6.241645695488694e-3,5.24257475262857e-3,6.965990902703208e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/chat.cfg,258,6,64,64,/evolvedFileDeep",0.6999030852069458,0.6967621954602995,0.7019559829968784,3.175323676624415e-3,1.5092017629206248e-3,4.435146740192172e-3
"inputs/busybox/cfgs-1_19_0/chat.cfg,258,6,64,64,/evolvedFileDeepMemo",7.007349104685736e-4,6.963951160715074e-4,7.061555332657101e-4,1.745441354613122e-5,1.2995959194633162e-5,2.326186159841142e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/modutils-24.cfg,1238,7,128,96,/originalFileDeep",24.49192877641902,24.411560526125868,24.55165998825396,8.679043911456776e-2,4.127407691642837e-2,0.12143507477703064
"inputs/busybox/cfgs-1_18_5/modutils-24.cfg,1238,7,128,96,/originalFileDeepMemo",21.24189817131234,21.162678905626308,21.307361667374913,7.886302910781329e-2,5.153265678223044e-2,9.211811630906895e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/modutils.cfg,208,2,4,4,/originalFileDeep",2.8020791573027826e-3,2.7724173006648525e-3,2.845894560964376e-3,1.1991062515992214e-4,8.394006935281666e-5,2.0813371210511434e-4
"inputs/busybox/cfgs-1_18_5/modutils.cfg,208,2,4,4,/originalFileDeepMemo",2.7514426565748004e-3,2.7353356774315737e-3,2.7748680881492303e-3,6.152189086390997e-5,4.4044480707110416e-5,8.880299798445329e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/modutils.cfg,215,2,4,4,/evolvedFileDeep",2.8430227781750987e-3,2.82358155452188e-3,2.87795633745725e-3,8.195726432173776e-5,4.763444249266177e-5,1.27857486921891e-4
"inputs/busybox/cfgs-1_19_0/modutils.cfg,215,2,4,4,/evolvedFileDeepMemo",2.5599279606150504e-4,2.547169198470458e-4,2.584218687421708e-4,5.640703088152455e-6,3.643353089980182e-6,8.737227628014849e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/ping.cfg,491,4,16,12,/originalFileDeep",0.158793478813647,0.15761415205500326,0.15954435997873032,1.4163001908440995e-3,8.294512359165672e-4,1.9554883900815964e-3
"inputs/busybox/cfgs-1_18_5/ping.cfg,491,4,16,12,/originalFileDeepMemo",1.836113705874284e-2,1.824594169180032e-2,1.8488398926913556e-2,2.7385620722115506e-4,2.0949347407699958e-4,3.5920722909197267e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/ping.cfg,495,4,16,12,/evolvedFileDeep",0.16397051974630825,0.16277824750159817,0.16525088719343847,1.8416081375218893e-3,1.3310357810175583e-3,2.699205176009404e-3
"inputs/busybox/cfgs-1_19_0/ping.cfg,495,4,16,12,/evolvedFileDeepMemo",1.2052707075239067e-3,1.1955957670623035e-3,1.2196576684161424e-3,4.228509874254813e-5,3.239378817712298e-5,5.702725696507559e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/common.cfg,342,2,4,4,/originalFileDeep",4.104086289800502e-2,4.079402358818127e-2,4.179262342489176e-2,7.61456858548825e-4,3.531394897368715e-4,1.2986773555001157e-3
"inputs/busybox/cfgs-1_18_5/common.cfg,342,2,4,4,/originalFileDeepMemo",4.121786356302378e-2,4.0862296911613555e-2,4.1912091533441304e-2,9.84797684772186e-4,5.035302915756669e-4,1.7555088070474578e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/common.cfg,342,2,4,4,/evolvedFileDeep",4.1122417586075495e-2,4.073691268850535e-2,4.1595763169736885e-2,8.511145551857923e-4,6.427484989282236e-4,1.180147897853205e-3
"inputs/busybox/cfgs-1_19_0/common.cfg,342,2,4,4,/evolvedFileDeepMemo",3.7970836830583963e-4,3.730998482037761e-4,3.891569602359488e-4,2.5121260548536555e-5,1.7067942154108044e-5,3.537194686313466e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/fuser.cfg,226,0,0,1,/originalFileDeep",1.1057229624896576e-3,1.0991959211126678e-3,1.1129232318827396e-3,2.372069646403495e-5,1.962845468199504e-5,3.086228100037745e-5
"inputs/busybox/cfgs-1_18_5/fuser.cfg,226,0,0,1,/originalFileDeepMemo",1.1114491624058048e-3,1.105002377060247e-3,1.1185638125741676e-3,2.2776404253979616e-5,1.7674455564450083e-5,3.291529894813255e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/fuser.cfg,190,0,0,1,/evolvedFileDeep",8.892868675858627e-4,8.844665356291945e-4,8.953824199850069e-4,1.7701275715072886e-5,1.4315913198076309e-5,2.263491091969363e-5
"inputs/busybox/cfgs-1_19_0/fuser.cfg,190,0,0,1,/evolvedFileDeepMemo",5.393074961214432e-4,5.364460837783412e-4,5.429957773977635e-4,1.1190475391737104e-5,8.798183284558344e-6,1.4193380699451682e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/runsvdir.cfg,185,1,2,2,/originalFileDeep",9.560797697502761e-4,9.502726039036977e-4,9.651878042722182e-4,2.4413122145321664e-5,1.7293495154050562e-5,4.040917694497314e-5
"inputs/busybox/cfgs-1_18_5/runsvdir.cfg,185,1,2,2,/originalFileDeepMemo",9.680457102609952e-4,9.626607516269319e-4,9.763796130327834e-4,2.1358222670820572e-5,1.4411143303613294e-5,3.393660525012683e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/runsvdir.cfg,185,1,2,2,/evolvedFileDeep",9.627267680828961e-4,9.559331963951246e-4,9.703242623525857e-4,2.4545036009145786e-5,2.0083236612138883e-5,3.076679749511304e-5
"inputs/busybox/cfgs-1_19_0/runsvdir.cfg,185,1,2,2,/evolvedFileDeepMemo",2.0059246947621586e-4,1.9912627224075562e-4,2.02377177157996e-4,5.511590395312823e-6,4.222515119458881e-6,7.0860152408587125e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/mconf.cfg,372,0,0,1,/originalFileDeep",2.2393660771876966,2.229622571939217,2.2458389287457976,9.77940264671243e-3,4.618949373540331e-3,1.362224083972175e-2
"inputs/busybox/cfgs-1_18_5/mconf.cfg,372,0,0,1,/originalFileDeepMemo",2.2386114790209226,2.2240757136887623,2.2634918703309572,2.3740628429727385e-2,5.385276502858777e-4,2.8998665065926355e-2
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/mconf.cfg,372,0,0,1,/evolvedFileDeep",2.2373755454370134,2.2274815455612043,2.245825754499189,1.0701571429482559e-2,9.119634750580419e-3,1.223798439419332e-2
"inputs/busybox/cfgs-1_19_0/mconf.cfg,372,0,0,1,/evolvedFileDeepMemo",3.883162591345364e-4,3.860289627717264e-4,3.919989349200129e-4,9.565703278682871e-6,6.390414230499085e-6,1.624056337706017e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/klogd.cfg,194,3,8,6,/originalFileDeep",2.5852752841674376e-2,2.553254273847165e-2,2.6403986214965623e-2,9.740960675555855e-4,4.760579867140863e-4,1.4859890554060461e-3
"inputs/busybox/cfgs-1_18_5/klogd.cfg,194,3,8,6,/originalFileDeepMemo",2.5254579161958744e-2,2.5129546404896605e-2,2.5448720312420275e-2,3.4988960086276686e-4,2.4499648433741494e-4,4.7135492050070366e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_19_0/klogd.cfg,194,3,8,6,/evolvedFileDeep",2.5645836574824842e-2,2.5426914752394687e-2,2.6144493042368027e-2,7.06799121336498e-4,4.25260072747309e-4,1.1091169819301605e-3
"inputs/busybox/cfgs-1_19_0/klogd.cfg,194,3,8,6,/evolvedFileDeepMemo",2.814175034107205e-4,2.777988473400986e-4,2.8758087899572225e-4,1.620927271524601e-5,9.174026332589662e-6,2.5270648294953812e-5
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"inputs/busybox/cfgs-1_18_5/mkswap.cfg,137,4,16,8,/originalFileDeep",6.149262062311882e-3,6.111125036265919e-3,6.192065766328536e-3,1.2231761231368837e-4,9.575695140583798e-5,1.7075107364257974e-4
